block_off	str_off	speaker	text	raw_hex	english	status
0x784066	160		さいこきゅあ	bbb2bab7adb1	Psycho Cure	
0x784066	161		はいさいこきゅあ	cab2bbb2bab7adb1	Hi-Psycho Cure	
0x784066	162		はんドグれねード	cadd8368834fdac8b08368	Hand Grenade	
0x784066	163		はいグれねード	cab2834fdac8b08368	Hi-Grenade	
0x784066	164		はんドなパーむ	cadd8368c58370b0d1	Hand Napalm	
0x784066	165		はいパーなパーむ	cab28370b0c58370b0d1	Hyper Napalm	
0x784066	166		ふりージんグボむ	ccd8b08357dd834f837bd1	Freeze Bomb	
0x784066	167		らいとにんグボむ	d7b2c4c6dd834f837bd1	Lightning Bomb	
0x784066	168		れいボーる	dab2837bb0d9	Ray Ball	
0x784066	169		グらビてぃ・ボむ	834fd78372c3a88145837bd1	Gravity Bomb	
0x784066	170		すたんグれねード	bdc0dd834fdac8b08368	Stun Grenade	
0x784066	171		すりープガす	bdd8b08376834bbd	Sleep Gas	
0x784066	172		パららいズガす	8370d7d7b28359834bbd	Paralyze Gas	
0x784066	173		さいこくらっしゅ	bbb2bab8d7afbcad	Psycho Crush	
0x784066	174		ちたんブーめらん	c1c0dd8375b0d2d7dd	Titan Boomerang	
0x784066	175		れいりんグ	dab2d8dd834f	Ray Ring	
0x784066	176		ビーむダーと	8372b0d1835fb0c4	Beam Dart	
0x784066	177		超時空弾	92b48e9e8bf39265	Warp Bomb	
0x784066	178		とろんふぃーるド	c4dbddcca8b0d98368	Tron Field	
0x784066	179		超電磁ふぃーるド	92b493648ea5cca8b0d98368	EM Field	
0x784066	180		きゅあめデぃしん	b7adb1d28366a8bcdd	Cure Medicine	
0x784066	181		はんドさてらいと	cadd8368bbc3d7b2c4	Hand Satellite	
0x784066	182		みゅんとすの薬草	d0adddc4bd82cc96f29190	Myuntos Herb	
0x784066	183		かん詰め	b6dd8b6c82df	Canned Food	
0x784066	184		まーズちけっと	cfb08359c1b9afc4	Mars Ticket	
0x784066	185		ザジるちけっと	83558357d9c1b9afc4	Zazil Ticket	
0x784066	186		すてあちけっと	bdc3b1c1b9afc4	Stea Ticket	
0x784066	187		ほむちけっと	ced1c1b9afc4	Hom Ticket	
0x784066	188		ジゅーくちけっと	8357adb0b8c1b9afc4	Juke Ticket	
0x784066	189		きゃんプせっと	b7acdd8376beafc4	Camp Set	
0x784066	190		簡易工具せっと	8ac888d58d488befbeafc4	Tool Set	
0x784066	191		めか修理ボっくす	d2b68f43979d837bafb8bd	Repair Box	
0x784066	192		ビデおれたー	83728366b5dac0b0	Video Letter	
0x784066	193		まーズ連邦史百科	cfb083599841964d8e6a955389c8	Mars Chronicle	
0x784066	194		三つ葉の紋章	8e4f82c2977482cc96e48fcd	Clover Crest	
0x784066	195					
0x784066	196		まいくろちっプ	cfb2b8dbc1af8376	Microchip	
0x784066	197		通行許可証	92ca8d738b9689c28fd8	Travel Pass	
0x784066	198		ザいザー鉱の破片	8355b28355b08d7a82cc946a95d0	Zaizer Shard	
0x784066	199		ビゅードすのきー	8372adb08368bd82ccb7b0	Byudos Key	
0x784066	200		ゴるのきー	8353d982ccb7b0	Gol Key	
0x784066	201		ボるあのきー	837bd9b182ccb7b0	Borua Key	
0x784066	202		月の光	8c8e82cc8cf5	Moonlight	
0x784066	203		ザいザー原石	8355b28355b08cb490ce	Zaizer Gem	
0x784066	204					
0x784066	205					
0x784066	206					
0x784066	207					
0x784066	208					
0x784066	209					
0x784066	210					
0x784066	211					
0x784066	212					
0x784066	213					
0x784066	214					
0x784066	215					
0x784066	216					
0x784066	217					
0x784066	218		さいこりんグ	bbb2bad8dd834f	Psycho Ring	
0x784066	219		ドぅむなの宝珠	8368a9d1c582cc95f38eec	Dumna Orb	
0x784066	220					
0x784066	221					
0x784066	222					
0x784066	223					
0x784066	224					
0x784066	225					
0x784066	226					
0x784066	227					
0x784066	228					
0x784066	229					
0x784066	230					
0x784066	231					
0x784066	232					
0x784066	233					
0x784066	234					
0x784066	235					
0x784066	236					
0x784066	237					
0x784066	238					
0x784066	239					
0x784066	240					
0x784066	241					
0x784066	242					
0x784066	243					
0x784066	244					
0x784066	245					
0x784066	246					
0x784066	247					
0x784066	248					
0x784066	249					
0x784066	250					
0x784066	251					
0x784066	252					
0x784066	253					
0x784066	254					
0x784066	255					
0x784066	256					
0x784066	257					
0x784066	258					
0x784066	259					
0x784066	260					
0x784066	261					
0x784066	262					
0x784066	263					
0x784066	264					
0x784066	265					
0x784066	266					
0x784066	267					
0x784066	268					
0x784066	269					
0x784066	270					
0x784066	271					
0x784066	272					
0x784066	273					
0x784066	274					
0x784066	275					
0x784066	276					
0x784066	277					
0x784066	278					
0x784066	279					
0x784066	280					
0x784066	281					
0x784066	282					
0x784066	283		−−−−−−	817c817c817c817c817c817c		
0x784066	284		はいパーしょっと	cab28370b0bcaeafc4	Hyper Shot	
0x784066	285		ふらっしゅボると	ccd7afbcad837bd9c4	Flash Bolt	
0x784066	286		めガガとりんグ砲	d2834b834bc4d8dd834f9643	Mega Gatling	
0x784066	287		グれねードかのん	834fdac8b08368b6c9dd	Grenade Cannon	
0x784066	288		２５０みり貫通砲	82518254824fd0d88ad192ca9643	250mm Cannon	
0x784066	289		さらまんダー	bbd7cfdd835fb0	Salamander	
0x784066	290		プらズまバすたー	8376d78359cf836fbdc0b0	Plasma Buster	
0x784066	291		パわーそにっく砲	8370dcb0bfc6afb89643	Power Sonic	
0x784066	292		粒子砲	97b18e719643	Particle Cannon	
0x784066	293		まるちれいかのん	cfd9c1dab2b6c9dd	Multi Ray Cannon	
0x784066	294		ビーむかったー	8372b0d1b6afc0b0	Beam Cutter	
0x784066	295		ひーとみさいる	cbb0c4d0bbb2d9	Heat Missile	
0x784066	296		炸裂閃光みさいる	e07997f4914d8cf5d0bbb2d9	Flash Missile	
0x784066	297		すーパーなパーむ	bdb08370b0c58370b0d1	Super Napalm	
0x784066	298		わいバーん	dcb2836fb0dd	Wyvern	
0x784066	299		光子爆弾	8cf58e71949a9265	Photon Bomb	
0x784066	300		あくあジぇっと砲	b1b8b18357aaafc49643	Aqua Jet	
0x784066	301		３２０みり貫通砲	82528251824fd0d88ad192ca9643	320mm Cannon	
0x784066	302		ザいザーすパーく	8355b28355b0bd8370b0b8	Zaizer Spark	
0x784066	303		拡散れいバすたー	8a678e55dab2836fbdc0b0	Spread Buster	
0x784066	304		プらズまいおん砲	8376d78359cfb2b5dd9643	Plasma Ion	
0x784066	305		ふぉとんビーむ砲	ccabc4dd8372b0d19643	Photon Beam	
0x784066	306		パるすれいザー砲	8370d9bddab28355b09643	Pulse Laser	
0x784066	307		はいパー素粒子砲	cab28370b0916697b18e719643	Hyper Particle	
0x784066	308		中性子ビーむ砲	928690ab8e718372b0d19643	Neutron Beam	
0x784066	309		５６０みり光子砲	82548255824fd0d88cf58e719643	560mm Photon	
0x784066	310		へるプろみねんす	cdd98376dbd0c8ddbd	Hell Prominence	
0x784066	311		陽電子速射砲	977a93648e7191ac8ecb9643	Positron Cannon	
0x784066	312		すくらっプかのん	bdb8d7af8376b6c9dd	Scrap Cannon	
0x784066	313		ザいザーかのん	8355b28355b0b6c9dd	Zaizer Cannon	
0x784066	314		ケブれす砲	83508375dabd9643	Kebres Cannon	
0x784066	315		むーんすらいダー	d1b0ddbdd7b2835fb0	Moon Slider	
0x784066	316		すてるすみさいる	bdc3d9bdd0bbb2d9	Stealth Missile	
0x784066	317		ふりージんグゼろ	ccd8b08357dd834f835bdb	Freezing Zero	
0x784066	318		Ｇ・プれっしゃー	826681458376daafbcacb0	G. Pressure	
0x784066	319		プらズまみさいる	8376d78359cfd0bbb2d9	Plasma Missile	
0x784066	320		まるちみさいる	cfd9c1d0bbb2d9	Multi Missile	
0x784066	321		はいドろみさいる	cab28368dbd0bbb2d9	Hydro Missile	
0x784066	322		反陽子みさいる	94bd977a8e71d0bbb2d9	Antiproton	
0x784066	323		超時空振動弾	92b48e9e8bf3905593ae9265	Warp Shell	
0x784066	324		ちたにうむ	c1c0c6b3d1	Titanium	
0x784066	325		それのいド	bfdac9b28368	Solenoid	
0x784066	326		β−せらみっく	83c0817cbed7d0afb8	B-Ceramic	
0x784066	327		てとらちたん	c3c4d7c1c0dd	Tetra-Titan	
0x784066	328		ＴＲＡふれーむ	827382718260ccdab0d1	TRA Frame	
0x784066	329		うらにうむ	b3d7c6b3d1	Uranium	
0x784066	330		硬化プらすちっく	8d6489bb8376d7bdc1afb8	Hard Plastic	
0x784066	331		粒子ふれーむ	97b18e71ccdab0d1	Particle Frame	
0x784066	332		さいあろん	bbb2b1dbdd	Sialon	
0x784066	333		Ｏ−Ｄ合金	826e817c82638d878be0	O-D Alloy	
0x784066	334		デみかーボのいド	8366d0b6b0837bc9b28368	Demi-Carbonoid	
0x784066	335		とぅおねら	c4a9b5c8d7	Tuonela	
0x784066	336		うぃーガー装甲	b3a8b0834bb091958d62	Wieger Armor	
0x784066	337					
0x784066	338					
0x784066	339					
0x784066	340		のーまるえんジん	c9b0cfd9b4dd8357dd	Normal Engine	
0x784066	341		Ｊ−Ｓえんジん	8269817c8272b4dd8357dd	J-S Engine	
0x784066	342		あるゴー<87><58>	b1d98353b08758		
0x784066	343		プらズま	8376d78359cf	Plasma	
0x784066	344		Ｇ−いおん	8266817cb2b5dd	G-Ion	
0x784066	345		ＮＥＧＡ−Ｊ	826d826482668260817c8269	NEGA-J	
0x784066	346		めガプらズま	d2834b8376d78359cf	Mega Plasma	
0x784066	347		へりうむジぇっと	cdd8b3d18357aaafc4	Helium Jet	
0x784066	348		ギガプらズま	834d834b8376d78359cf	Giga Plasma	
0x784066	349		反陽子えんジん	94bd977a8e71b4dd8357dd	Antiproton Eng	
0x784066	350		すらいプにる	bdd7b28376c6d9	Sleipnir	
0x784066	351		ブらっジ	8375d7af8357	Brage	
0x784066	352					
0x784066	353					
0x784066	354					
0x784066	355					
0x784066	356		ふぁるこん	cca7d9badd	Falcon	
0x784066	357		ふぇにっくす	ccaac6afb8bd	Phoenix	
0x784066	358		ふぁるこん２	cca7d9badd8251	Falcon 2	
0x784066	359		Ｓ・ふぇにっくす	82728145ccaac6afb8bd	S. Phoenix	
0x784066	360		ガーなード	834bb0c5b08368	Garnard	
0x784066	361		きんグガーなード	b7dd834f834bb0c5b08368	King Garnard	
0x784066	362		たすくバとらー	c0bdb8836fc4d7b0	Task Battler	
0x784066	363		すてぃんグれー	bdc3a8dd834fdab0	Stingray	
0x784066	364		えあかー	b4b1b6b0	Air Car	
0x784066	365		すのーたんく	bdc9b0c0ddb8	Snow Tank	
0x784066	366		へるバすたー	cdd9836fbdc0b0	Hellbuster	
0x784066	367		バとるバギー	836fc4d9836f834db0	Battle Buggy	
0x784066	368		らんドあたっかー	d7dd8368b1c0afb6b0	Land Attacker	
0x784066	369		ジぇっとほバー	8357aaafc4ce836fb0	Jet Hover	
0x784066	370		いっジ	b2af8357	Edge	
0x784066	371		デぃジぇ	8366a88357aa	Dije	
0x784066	372		ふぁいく	cca7b2b8	Faik	
0x784066	373					
0x784066	374		あくバい	b1b8836fb2	Akvai	
0x784066	375		デぃーふぉ	8366a8b0ccab	Deefo	
0x784066	376		ガいりゅー	834bb2d8adb0	Gairyu	
0x784066	377		デぃくさー	8366a8b8bbb0	Dixer	
0x784066	378		ゴーむ	8353b0d1	Gohm	
0x784066	379		ゾーく	835db0b8	Zohk	
0x784066	380		ひーりんグ	cbb0d8dd834f	Healing	
0x784066	381		すりープ	bdd8b08376	Sleep	
0x784066	382		てれきねしす	c3dab7c8bcbd	Telekinesis	
0x784066	383		いりゅージょん	b2d8adb08357aedd	Illusion	
0x784066	384		ひーと	cbb0c4	Heat	
0x784066	385		ふりーズ	ccd8b08359	Freeze	
0x784066	386		さんダーボると	bbdd835fb0837bd9c4	Thunderbolt	
0x784066	387		デぃめんしょん	8366a8d2ddbcaedd	Dimension	
0x784066	388		くえいく	b8b4b2b8	Quake	
0x784066	389		まいんドすとーむ	cfb2dd8368bdc4b0d1	Mind Storm	
0x784066	390					
0x784066	391		きゅあ	b7adb1	Cure	
0x784066	392					
0x784066	393					
0x784066	394		精神回復	90b8905f89f1959c	Mind Heal	
0x784066	395		精神攻撃	90b8905f8d558c82	Mind Attack	
0x784066	396		精神防御	90b8905f96688ce4	Mind Defense	
0x784066	397		精神錯乱	90b8905f8df69790	Confusion	
0x784066	398		精神破壊	90b8905f946a89f3	Mind Break	
0x784066	399		さいこしーるド	bbb2babcb0d98368	Psycho Shield	
0x784066	400					
0x784066	401					
0x784066	402					
0x784066	403					
0x784066	404		万能ドらいバー	969c945c8368d7b2836fb0	Omni Driver	
0x784066	405		電磁バブる	93648ea5836f8375d9	EM Bubble	
0x784066	406					
0x784066	407					
0x784066	408					
0x784066	409					
0x784066	410					
0x784066	411					
0x784066	412					
0x784066	413					
0x784066	414		めかビーとる	d2b68372b0c4d9	Mecha Beetle	
0x784066	415		めかまんてぃす	d2b6cfddc3a8bd	Mecha Mantis	
0x784066	416		めかたいガー	d2b6c0b2834bb0	Mecha Tiger	
0x784066	417		めかドらゴん	d2b68368d78353dd	Mecha Dragon	
0x784066	418		十字切り	8f5c8e9a90d882e8	Cross Slash	
0x784066	419		飛しょう斬	94f282b582e582a48e61	Flying Slash	
0x784066	420		乱舞剣	979095918c95	Sword Dance	
0x784066	421		剣魂波	8c958db09467	Soul Wave	
0x784066	422		飛えん落とし	94f282a682f1978e82c682b5	Swallow Drop	
0x784066	423					
0x784066	424		ひーりんグ	cbb0d8dd834f	Healing	
0x784066	425		てれポーと	c3da837cb0c4	Teleport	
0x784066	426		ろけーしょん	dbb9b0bcaedd	Location	
0x784066	427		いんビジブる	b2dd837283578375d9	Invisible	
0x784066	428					
0x784066	429					
0x784066	430		精神回復	90b8905f89f1959c	Mind Heal	
0x784066	431					
0x784066	432					
0x784066	433		性能分析	90ab945c95aa90cd	Analyze	
0x784066	434		かすたむ	b6bdc0d1	Custom	
0x784066	435		めか修理	d2b68f43979d	Repair	
0x784066	436					
0x784066	437		めかバード	d2b6836fb08368	Mecha Bird	
